,stop_name,Ward_name
7189,QUEEN ST WEST AT OSSINGTON AVE,Spadina-Fort York
7190,LLOYD MANOR RD AT BEAVERBROOK AVE,Etobicoke Centre
7191,COSBURN AVE AT LINSMORE CRES,Toronto-Danforth
7192,OAK ST AT WESTON RD,York South-Weston
7193,OPPOSITE 215 CARLINGVIEW DR,Etobicoke North
7194,MILL RD AT TOLEDO RD,Etobicoke Centre
7195,4610 DUFFERIN ST,York Centre
7196,ISLINGTON AVE AT FENLEY DR SOUTH SIDE,Etobicoke Centre
7197,MARKHAM RD AT MILNER AVE,Scarborough North
7198,ST REGIS CRES NORTH AT CERAMIC RD EAST SIDE,York Centre
7199,3400 KEELE ST,York Centre
7200,FOXWELL ST AT DUERN ST,York South-Weston
7201,DUFFERIN ST AT PLAYFAIR AVE,Eglinton-Lawrence
7202,BRIMLEY RD AT LOMBARDY CRES,Scarborough Southwest
7203,FINCH AVE EAST AT OPPOSITE WALKWAY EAST OF BIRCHMOUNT RD,Scarborough-Agincourt
7204,CHRISTIE ST AT YARMOUTH RD NORTH SIDE,University-Rosedale
7205,STEELES AVE WEST AT ISLINGTON AVE,outside_wards
7206,BELFIELD RD AT MCCULLOCH AVE WEST SIDE,Etobicoke North
7207,BROWN'S LINE AT JELLICOE AVE SOUTH SIDE,Etobicoke-Lakeshore
7208,SIGNET DR AT FENMAR DR SOUTH SIDE,Humber River-Black Creek
7209,WARDEN AVE AT BOWATER DR NORTH SIDE,Scarborough-Agincourt
7210,SHEPPARD AVE EAST AT VICTORIA PARK AVE WEST SIDE,Don Valley North
7211,DUPONT ST AT SHAW ST,University-Rosedale
7212,PARKSIDE DR AT GEOFFREY ST,Parkdale-High Park
7213,DUFFERIN ST AT FINCH AVE WEST SOUTH SIDE,York Centre
7214,YONGE ST AT CHARLES ST EAST,Toronto Centre
7215,BLOOR ST EAST AT YONGE ST EAST SIDE,University-Rosedale
7216,STEELES AVE EAST AT BESTVIEW DR,outside_wards
7217,EGLINTON AVE WEST AT MUNICIPAL DR (YORK CIVIC CENTRE),York South-Weston
7218,LAWRENCE AVE EAST AT KENNEDY RD EAST SIDE,Scarborough Centre
7219,JANE ST AT EGLINTON AVE WEST SOUTH SIDE,York South-Weston
7220,PHARMACY AVE AT STEELES AVE EAST SOUTH SIDE,Scarborough-Agincourt
7221,HOWARD PARK AVE AT RONCESVALLES AVE,Parkdale-High Park
7222,CALEDONIA RD AT LESWYN RD,Eglinton-Lawrence
7223,STEELES AVE EAST AT QUAIL VALLEY DR,outside_wards
7224,WARDEN AVE AT FREY CRES,Scarborough Centre
7225,227 BRIDGELAND AVE,Eglinton-Lawrence
7226,WATERBURY DR AT REDGRAVE DR NORTH SIDE,Etobicoke North
7227,SHEPPARD AVE EAST AT WALKWAY TO MURISON BLVD,Scarborough-Rouge Park
7228,EGLINTON AVE WEST AT BLACK CREEK DR WEST SIDE,York South-Weston
7229,KEELE ST AT CALVINGTON DR SOUTH SIDE,York Centre
7230,CUMMER AVE AT CONACHER DR,Willowdale
7231,QUEEN ST EAST AT KINGSTON RD,Beaches-East York
7232,WARDEN AVE AT BERTRAND AVE,Scarborough Centre
7233,1415 MORNINGSIDE AVE,Scarborough-Rouge Park
7234,BLOOR ST WEST AT WINDERMERE AVE,Parkdale-High Park
7235,150 MURISON BLVD,Scarborough-Rouge Park
7236,LAKE SHORE BLVD WEST AT MIMICO AVE,Etobicoke-Lakeshore
7237,BRIMLEY RD AT BRIMLEY WOODS PARK,Scarborough North
7238,BLOOR ST WEST AT SHAW ST,University-Rosedale
7239,LESLIE ST AT YORK MILLS RD,Don Valley East
7240,FINCH AVE EAST AT PINEWAY BLVD,Don Valley North
7241,5373 FINCH AVE EAST,Scarborough North
7242,ELLESMERE RD AT DEWEY DR,Scarborough Centre
7243,ADELAIDE ST WEST AT YORK ST,Spadina-Fort York
7244,WARDEN AVE AT CANADIAN RD,Scarborough Centre
7245,LESLIE ST AT STEELES AVE EAST,Don Valley North
7246,BELLAMY RD NORTH AT NELSON ST,Scarborough-Guildwood
7247,ANNETTE ST AT HIGH PARK AVE,Parkdale-High Park
7248,YONGE ST AT ELM ST,University-Rosedale
7249,VICTORIA PARK AVE AT DAWES RD SOUTH SIDE,Beaches-East York
7250,POST RD AT BAYVIEW AVE,Don Valley West
7251,COSBURN AVE AT WESTLAKE CRES WEST SIDE,Beaches-East York
7252,ROYAL YORK RD AT ROYALEIGH AVE,Etobicoke Centre
7253,QUEENS PLATE DR (WEST) AT REXDALE BLVD NORTH SIDE,Etobicoke North
7254,DUFFERIN ST AT BRIAR HILL AVE,Eglinton-Lawrence
7255,240 REXDALE BLVD,Etobicoke North
7256,CALVINGTON DR AT RODING ST,York Centre
7257,FINCH AVE EAST AT DON MILLS RD EAST SIDE,Don Valley North
7258,SHEPPARD AVE EAST AT NEILSON RD,Scarborough North
7259,3381 STEELES AVE EAST,Don Valley North
7260,WOODBINE AVE AT BARKER AVE,Beaches-East York
7261,CRESCENT RD AT MT PLEASANT RD EAST SIDE,University-Rosedale
7262,RATHBURN RD AT EDENWOOD DR,Etobicoke Centre
7263,SWEENEY DR AT SLOANE AVE WEST SIDE,Don Valley East
7264,OAKWOOD AVE AT EARLSDALE AVE,Davenport
7265,QUEEN ST WEST AT YORK ST,Spadina-Fort York
7266,STEELES AVE WEST AT HIDDEN TRAIL,York Centre
7267,WOODBINE AVE AT BARKER AVE SOUTH SIDE,Beaches-East York
7268,BROWN'S LINE AT COULES CRT (NORTH) SOUTH SIDE,Etobicoke-Lakeshore
7269,195 BERMONDSEY RD,Don Valley East
7270,SCARBOROUGH GOLF CLUB RD AT MOSSBANK DR,Scarborough-Guildwood
7271,11 THORNCLIFFE PARK DR,Don Valley West
7272,DAWES RD AT GOWER ST,Beaches-East York
7273,COLLEGE ST AT SPADINA AVE,University-Rosedale
7274,CRESCENT RD AT LAMPORT AVE,University-Rosedale
7275,BRIMLEY RD AT PORT ROYAL TRAIL (SOUTH),Scarborough North
7276,KINGSTON RD AT SHARPE ST,Scarborough Southwest
7277,STEELES AVE WEST AT TORRESDALE AVE,York Centre
7278,BATHURST ST AT VESTA DR,Eglinton-Lawrence
7279,OAKDALE RD AT FINCH AVE WEST SOUTH SIDE (HUMBER REACTIVATION CARE),Humber River-Black Creek
7280,ELLESMERE RD AT MARKHAM RD,Scarborough-Guildwood
7281,75 THORNCLIFFE PARK DR,Don Valley West
7282,SPADINA AVE AT QUEEN ST WEST SOUTH SIDE,Spadina-Fort York
7283,JANE ST AT PRITCHARD AVE,York South-Weston
7284,ISLINGTON AVE AT VANHILL AVE,Humber River-Black Creek
7285,BANNATYNE DR AT BEAVERHALL DR,Don Valley West
7286,YONGE ST AT CHATSWORTH DR,Eglinton-Lawrence
7287,GLENORCHY RD AT ROYAL OAK DR SOUTH SIDE,Don Valley West
7288,KENNEDY RD AT HUNTINGWOOD DR,Scarborough-Agincourt
7289,LAWRENCE AVE EAST AT FORTUNE GATE,Scarborough-Guildwood
7290,OPPOSITE 1111 FINCH AVE WEST,York Centre
7291,STEELES AVE WEST AT GAUDAUR RD EAST SIDE,Humber River-Black Creek
7292,6030 BATHURST ST,York Centre
7293,LAWRENCE AVE EAST AT TOWNLEY AVE,Scarborough Centre
7294,FINCH AVE WEST AT DRIFTWOOD AVE,Humber River-Black Creek
7295,GLENORCHY RD AT ROYAL OAK DR,Don Valley West
7296,FINCH AVE EAST AT RAVEL RD,Don Valley North
7297,FINCH AVE EAST AT LESLIE ST EAST SIDE,Don Valley North
7298,COXWELL AVE AT COSBURN AVE,Toronto-Danforth
7299,LAKE SHORE BLVD WEST AT THIRTEENTH ST,Etobicoke-Lakeshore
7300,166 TORYORK DR,Humber River-Black Creek
7301,COXWELL AVE AT BARKER AVE NORTH SIDE,Beaches-East York
7302,SHEPPARD AVE EAST AT ROUGE RIVER DR,Scarborough-Rouge Park
7303,UNION STATION,Spadina-Fort York
7304,THE ESPLANADE AT LOWER SHERBOURNE ST,Spadina-Fort York
7305,SHERBOURNE ST AT BLOOR ST EAST (SHERBOURNE STATION),Toronto Centre
7306,SHEPPARD AVE EAST AT MEADOWVALE RD WEST SIDE,Scarborough-Rouge Park
7307,PROGRESS AVE AT MILNER AVE,Scarborough North
7308,REXDALE BLVD AT KIPLING AVE,Etobicoke North
7309,BATHURST ST AT WILSON AVE SOUTH SIDE,York Centre
7310,THE EAST MALL AT EGLINTON AVE WEST SOUTH SIDE,Etobicoke Centre
7311,RIDGECREST RD AT MAJOR MACKENZIE DR EAST SOUTH SIDE,outside_wards
7312,DANFORTH RD AT WARDEN AVE,Scarborough Southwest
7313,GUILDWOOD PKWY AT SCHUBERT DR,Scarborough-Guildwood
7314,MARKHAM RD AT 14TH AVE,outside_wards
7315,WARDEN AVE AT CATARAQUI CRES,Scarborough Southwest
7316,SPADINA AVE AT BREMNER BLVD NORTH SIDE,Spadina-Fort York
7317,BURNHAMTHORPE RD AT RENFORTH DR,Etobicoke Centre
7318,ELLESMERE RD AT CALTHORPE AVE,Scarborough-Rouge Park
7319,LAWRENCE AVE EAST AT GREENCEDAR CIRCT EAST SIDE,Scarborough-Guildwood
7320,EVANS AVE AT WICKMAN RD,Etobicoke-Lakeshore
7321,COSBURN AVE AT PAPE AVE,Toronto-Danforth
7322,FLEMINGTON RD AT STOCKTON RD,Eglinton-Lawrence
7323,ALNESS ST AT FLINT RD,York Centre
7324,PHARMACY AVE AT GLENDINNING AVE,Scarborough-Agincourt
7325,QUEEN ST WEST AT DUFFERIN ST,Parkdale-High Park
7326,FINCH AVE EAST AT BALDOON RD,Scarborough North
7327,328 THE WEST MALL,Etobicoke Centre
7328,MARKHAM RD AT STEELES AVE EAST,Scarborough North
7329,YONGE ST AT ALCORN AVE (SUMMERHILL STATION),Toronto-St. Paul's
7330,MARKHAM RD AT PROGRESS AVE SOUTH SIDE,Scarborough-Guildwood
7331,BRIMLEY RD AT LARGO LANE SOUTH SIDE,Scarborough Centre
7332,BIRCHMOUNT RD AT DANFORTH RD,Scarborough Southwest
7333,DOVERCOURT RD AT SHANLY ST,Davenport
7334,MIDDLEFIELD RD AT ORATOR GATE NORTH SIDE,Scarborough North
7335,LESLIE ST AT EASTERN AVE,Toronto-Danforth
7336,JANE ST AT MAPLE LEAF DR,York South-Weston
7337,DANFORTH RD AT HOLLYHEDGE DR SOUTH,Scarborough Centre
7338,MIDLAND AVE AT WOLFE AVE,Scarborough Southwest
7339,DRIFTWOOD AVE AT WILMONT DR,Humber River-Black Creek
7340,OPPOSITE 209 CARRIER DR,Etobicoke North
7341,TRITON RD AT MCCOWAN RD,Scarborough Centre
7342,BURNHAMTHORPE RD AT OLD BURNHAMTHORPE RD (WEST),Etobicoke Centre
7343,LAWRENCE AVE WEST AT ELM RD WEST SIDE,Eglinton-Lawrence
7344,NINTH ST AT BIRMINGHAM ST,Etobicoke-Lakeshore
7345,VICTORIA PARK AVE AT EGLINTON AVE EAST,Don Valley East
7346,WARDEN AVE AT HIGHWAY 7,outside_wards
7347,KIPLING AVE AT HENLEY CRES,Etobicoke North
7348,KIPLING AVE AT TORLAKE CRES (SOUTH),Etobicoke-Lakeshore
7349,WARDEN AVE AT MASSEYFIELD GATE,outside_wards
7350,VICTORIA PARK AVE AT GREYLAWN CRES (SOUTH),Scarborough Centre
7351,DAVENPORT RD AT OLD WESTON RD,Davenport
7352,BUSHBY DR AT MCCOWAN RD (MCCOWAN RT STATION),Scarborough-Guildwood
7353,MIDLAND AVE AT KILCULLEN CASTLE GATE NORTH SIDE,Scarborough North
7354,ELLESMERE RD AT VICTORIA PARK AVE EAST SIDE,Scarborough Centre
7355,220 WICKSTEED AVE,Don Valley West
7356,VICTORIA PARK AVE AT PAWNEE AVE,Don Valley North
7357,ARROW RD AT LIDO RD,Humber River-Black Creek
7358,WELLESLEY ST WEST AT PARLIAMENT BUILDING,University-Rosedale
7359,1530 ALBION RD (ALBION MALL),Etobicoke North
7360,KINGSTON RD AT SANDOWN AVE,Scarborough Southwest
7361,CROW TRAIL AT CRITTENDEN SQ,Scarborough North
7362,KINGSTON RD AT WAVERLEY RD,Beaches-East York
7363,QUEEN ST EAST AT JARVIS ST,Toronto Centre
7364,PASSMORE AVE AT SILVERSTAR BLVD,Scarborough-Agincourt
7365,WESTON RD AT BUSHEY AVE,York South-Weston
7366,LAURENTIDE DR AT THREE VALLEYS DR,Don Valley East
7367,ELLIS AVE AT LAKE SHORE BLVD WEST NORTH SIDE,Parkdale-High Park
7368,SHERBOURNE ST AT CARLTON ST,Toronto Centre
7369,WOODBINE AVE AT COSBURN AVE,Beaches-East York
7370,ANNETTE ST AT WILLARD AVE,Parkdale-High Park
7371,SHERBOURNE ST AT SHUTER ST,Toronto Centre
7372,WESTON RD AT WALSH AVE,Humber River-Black Creek
7373,ATTWELL DR AT MARMAC DR,Etobicoke North
7374,PHARMACY AVE AT INNISMORE CRES,Scarborough Centre
7375,ANTIBES DR AT BATHURST ST,York Centre
7376,LAKE SHORE BLVD WEST AT TWENTY SIXTH ST,Etobicoke-Lakeshore
7377,GERRARD ST EAST AT DE GRASSI ST,Toronto-Danforth
7378,COLLEGE ST AT DOVERCOURT RD,Davenport
7379,STEPHEN DR AT CLOVERHILL RD NORTH SIDE,Etobicoke-Lakeshore
7380,YONGE ST AT WELLINGTON ST WEST,Toronto Centre
7381,LAWRENCE AVE WEST AT LORINDALE AVE EAST SIDE,Eglinton-Lawrence
7382,ELLESMERE RD AT CONLINS RD,Scarborough-Rouge Park
7383,LAWRENCE AVE WEST AT AVENUE RD,Eglinton-Lawrence
7384,HUMBER BLVD AT WESTON RD,York South-Weston
7385,MARKHAM RD AT MCNICOLL AVE,Scarborough North
7386,BELLAMY RD NORTH AT ELLESMERE RD,Scarborough-Guildwood
7387,RUNNYMEDE RD AT ANNETTE ST,Parkdale-High Park
7388,1183 FINCH AVE WEST,York Centre
7389,CHRISTIE ST AT FOLLIS AVE NORTH SIDE,University-Rosedale
7390,QUEEN ST WEST AT DOVERCOURT RD,Spadina-Fort York
7391,THE EAST MALL AT TALGARTH RD,Etobicoke Centre
7392,DUNDAS ST WEST AT PACIFIC AVE,Parkdale-High Park
7393,625 FINCH AVE WEST,York Centre
7394,ST PHILLIPS RD AT RIVERVIEW HEIGHTS NORTH SIDE,Etobicoke North
7395,ISLINGTON AVE AT BARKWIN DR,Etobicoke North
7396,CORDELLA AVE AT LOUVAIN ST,York South-Weston
7397,TOWNSLEY LOOP AT TONWSLEY ST,Davenport
7398,JANE ST AT SAN ROMANOWAY NORTH SIDE,Humber River-Black Creek
7399,WILLOWDALE AVE AT WEDGEWOOD DR,Willowdale
7400,STEELES AVE EAST AT KENNEDY RD,Scarborough-Agincourt
7401,CHURCH ST AT ELM ST,York South-Weston
7402,COSBURN AVE AT GREENWOOD AVE,Toronto-Danforth
7403,OAKWOOD AVE AT ROGERS RD,Toronto-St. Paul's
7404,EGLINTON AVE WEST AT WALKWAY TO RANGOON RD,Etobicoke Centre
7405,CENTRAL PARK RDWY AT ISLINGTON AVE,Etobicoke-Lakeshore
7406,WALSH AVE AT WILSON AVE,Humber River-Black Creek
7407,ST CLAIR AVE EAST AT HERRON AVE EAST SIDE,Scarborough Southwest
7408,BELLAMY RD NORTH AT NELSON ST SOUTH SIDE,Scarborough Centre
7409,CURITY AVE AT O'CONNOR DR,Beaches-East York
7410,SCARLETT RD AT DELEMERE AVE,York South-Weston
7411,DANFORTH RD AT GORDONRIDGE PL EAST SIDE,Scarborough Southwest
7412,LAWRENCE AVE WEST AT OLYMPIA DR EAST SIDE,York South-Weston
7413,BROADVIEW AVE AT BROWNING AVE,Toronto-Danforth
7414,3395 WESTON RD,Humber River-Black Creek
7415,BLOOR ST WEST AT SYMINGTON AVE,Davenport
7416,LAKE SHORE BLVD WEST AT COLBORNE LODGE DR,Parkdale-High Park
7417,MILNER AVE AT BURROWS HALL BLVD,Scarborough North
7418,WILSON AVE AT WILLIAM CRAGG DR,York Centre
7419,STEELES AVE WEST AT KLONDIKE DR,Humber River-Black Creek
7420,CROW TRAIL AT BALDOON RD,Scarborough North
7421,MCCOWAN RD AT WALKWAY TO HISTORIC TER,Scarborough North
7422,SHEPPARD AVE EAST AT BRECKON GATE,Scarborough-Rouge Park
7423,YORK MILLS RD AT BIRCHWOOD AVE,Don Valley West
7424,DUPONT ST AT BATHURST ST,University-Rosedale
7425,DUNDAS ST WEST AT JANE ST,Parkdale-High Park
7426,LAKE SHORE BLVD WEST AT KIPLING AVE,Etobicoke-Lakeshore
7427,RONCESVALLES AVE AT HOWARD PARK AVE,Parkdale-High Park
7428,PHARMACY AVE AT TEESDALE PLACE,Scarborough Southwest
7429,MT PLEASANT RD AT BELSIZE DR,Toronto-St. Paul's
7430,EGLINTON AVE WEST AT DUPLEX AVE,Toronto-St. Paul's
7431,KIPLING AVE AT BEACONHILL RD,Etobicoke North
7432,PARK LAWN RD AT GARDINER EXPRESSWAY (WB ON RAMP),Etobicoke-Lakeshore
7433,WESTON RD AT CLOUSTON AVE,York South-Weston
7434,OSSINGTON AVE AT QUEEN ST WEST,Spadina-Fort York
7435,MCCOWAN RD AT SHEPPARD AVE EAST,Scarborough North
7436,VAN HORNE AVE AT BICKERTON CRES,Don Valley North
7437,KINGSTON RD AT NEILSON AVE WEST SIDE,Scarborough Southwest
7438,WARDEN AVE AT ST CLAIR AVE EAST SOUTH SIDE,Scarborough Southwest
7439,LAWRENCE AVE EAST AT MCCOWAN RD WESTSIDE SCARBOROUGH GENERAL,Scarborough Centre
7440,THE WEST MALL AT THE QUEENSWAY,Etobicoke-Lakeshore
7441,KIPLING AVE AT TYRE AVE,Etobicoke Centre
7442,MIDLAND AVE AT RURAL AVE NORTH SIDE,Scarborough North
7443,24 DAVEAN DR,Don Valley West
7444,THE DONWAY EAST AT GREENLAND RD (DONWAY PLACE),Don Valley East
7445,CALEDONIA RD AT CASTLEFIELD AVE,Eglinton-Lawrence
7446,THORNCLIFFE PARK DR (EAST) AT OVERLEA BLVD,Don Valley West
7447,955 MIDDLEFIELD RD,Scarborough North
7448,FAYWOOD BLVD AT SHEPPARD AVE WEST,York Centre
7449,555 SHEPPARD AVE WEST,York Centre
7450,WASHBURN WAY AT BERNER TRAIL,Scarborough North
7451,OPPOSITE 2036 PHARMACY AVE,Scarborough-Agincourt
7452,SLOANE AVE AT ELVASTON DR NORTH SIDE,Don Valley East
7453,8601 WARDEN AVE,outside_wards
7454,MCCOWAN RD AT MILNER AVE NORTH SIDE,Scarborough North
7455,MIDLAND AVE AT VERDUN AVE,Scarborough Southwest
7456,BAYVIEW AVE AT ARJAY CRES,Don Valley West
7457,TAPSCOTT RD AT MCNICOLL AVE WEST SIDE,Scarborough North
7458,LAWRENCE AVE WEST AT WELLAND ST,Eglinton-Lawrence
7459,THE QUEENSWAY AT STEPHEN DR,Etobicoke-Lakeshore
7460,BRENYON WAY AT FOREGATE AVE,Scarborough-Rouge Park
7461,MT PLEASANT RD AT LAWRENCE AVE EAST NORTH SIDE,Don Valley West
7462,2111 LAKE SHORE BLVD WEST,Etobicoke-Lakeshore
7463,WOODBINE AVE AT CASSELS AVE SOUTH SIDE,Beaches-East York
7464,CLAYSON RD AT BARTOR RD,Humber River-Black Creek
7465,MARTIN ROSS AVE AT ALNESS ST,York Centre
7466,DUNDAS ST WEST AT OSSINGTON AVE,University-Rosedale
7467,419 MIDLAND AVE NORTH SIDE,Scarborough Southwest
7468,ANGUS GLEN COMMUNITY CENTRE LOOP AT MAJOR MACKENZIE DR EAST,outside_wards
7469,FERRIS RD AT FERRIS CRES,Beaches-East York
7470,DANFORTH RD AT MIDLAND AVE EAST SIDE,Scarborough Southwest
7471,ELMHURST DR AT HINTON RD,Etobicoke North
7472,YONGE ST AT MILL ST,Don Valley West
7473,GUILDWOOD PKWY AT CHANCERY LANE,Scarborough-Guildwood
7474,CHESSWOOD DR AT VANLEY CRES (NORTH),York Centre
7475,KEELE ST AT MURRAY ROSS PKWY,Humber River-Black Creek
7476,BURNHAMTHORPE RD AT BURNHAMTHORPE CRES,Etobicoke-Lakeshore
7477,KINGSTON RD AT MAIN ST,Beaches-East York
7478,FINCHDENE SQ (EAST) AT FINCHDENE SQ (SOUTH),Scarborough North
7479,EGLINTON AVE WEST AT WIDDICOMBE HILL BLVD WEST SIDE,Etobicoke Centre
7480,BLOOR ST WEST AT ASHBOURNE DR,Etobicoke Centre
7481,KINGSTON RD AT RIDGEMOOR AVE,Scarborough Southwest
7482,BIRCHMOUNT RD AT CHELWOOD RD,Scarborough Southwest
7483,89 WINDERMERE AVE,Parkdale-High Park
7484,BURNHAMTHORPE RD AT MULGROVE DR,Etobicoke Centre
7485,CUMMER AVE AT MAXOME AVE,Willowdale
7486,KEELE ST AT HILLSVIEW AVE,Parkdale-High Park
7487,BROOKLAWN AVE AT KINGSTON RD,Scarborough Southwest
7488,KENNEDY RD AT VILLAGE GREEN SQ NORTH SIDE,Scarborough-Agincourt
7489,LAKE SHORE BLVD WEST AT PARK LAWN RD,Etobicoke-Lakeshore
7490,724 CALEDONIA RD,Eglinton-Lawrence
7491,191 NUGGET AVE,Scarborough North
7492,KINGSTON RD AT KILDONAN DR,Scarborough Southwest
7493,SPANBRIDGE RD AT GRENOBLE DR EAST SIDE,Don Valley East
7494,DAWES RD AT BRENTON ST,Beaches-East York
7495,QUEEN ST WEST AT RONCESVALLES AVE,Parkdale-High Park
7496,OAKWOOD AVE AT JESMOND AVE,Toronto-St. Paul's
7497,DUNDAS ST WEST AT ROYALAVON CRES EAST SIDE,Etobicoke-Lakeshore
7498,1200 HUNTINGWOOD DR,Scarborough North
7499,ELLESMERE RD AT MUIRBANK BLVD,Scarborough-Rouge Park
7500,BATHURST ST AT LONSDALE RD,Toronto-St. Paul's
7501,CERAMIC RD AT ASHWARREN RD,York Centre
7502,PHARMACY AVE AT SHEPPARD AVE EAST NORTH SIDE,Scarborough-Agincourt
7503,DAVENPORT RD AT DUFFERIN ST,Davenport
7504,SIGNET DR AT GARYRAY DR,Humber River-Black Creek
7505,MCCOWAN RD AT HORFIELD AVE,Scarborough Southwest
7506,BLOOR ST WEST AT TREMONT RD EAST SIDE,Etobicoke-Lakeshore
7507,BRIMLEY RD AT BARKDENE HILLS,Scarborough Southwest
7508,CACTUS AVE AT CONNAUGHT AVE,Willowdale
7509,WESTON RD AT COULTER AVE NORTH SIDE,York South-Weston
7510,CHAPLIN CRES AT DUNCANNON DR EAST SIDE,Toronto-St. Paul's
7511,MILITARY TRAIL AT CONLINS RD NORTH SIDE,Scarborough-Rouge Park
7512,DON MILLS RD AT MALLARD RD,Don Valley East
7513,DANFORTH RD AT MACK AVE,Scarborough Southwest
7514,SENTINEL RD AT HUCKNALL RD (NORTH),Humber River-Black Creek
7515,DYNAMIC DR AT MCNICOLL AVE,Scarborough North
7516,DANFORTH AVE AT MONARCH PARK AVE,Toronto-Danforth
7517,MIDDLEFIELD RD AT FINCH AVE EAST,Scarborough North
7518,ORIOLE PKWY AT EGLINTON AVE WEST SOUTH SIDE,Toronto-St. Paul's
7519,SCARLETT RD AT EDENBRIDGE DR SOUTH SIDE,Etobicoke Centre
7520,SHEPPARD AVE EAST AT BURBANK DR (BESSARION STATION),Don Valley North
7521,LAWRENCE AVE EAST AT SUSAN ST,Scarborough-Guildwood
7522,350 MORNINGSIDE AVE (WEST HILL COLLEGIATE),Scarborough-Guildwood
7523,WESTON RD AT BRADMORE AVE,Humber River-Black Creek
7524,MARLEE AVE AT LIVINGSTONE AVE,Eglinton-Lawrence
7525,WESTON RD AT TORYORK DR,Humber River-Black Creek
7526,PARLIAMENT ST AT OAK ST,Toronto Centre
7527,WEST SERVICE RD AT ST ALBANS RD,Etobicoke-Lakeshore
7528,DANFORTH AVE AT WARDEN AVE,Scarborough Southwest
7529,SHEPPARD AVE WEST AT BAKERSFIELD ST WESTSIDE (DOWNSVIEW PK STN),York Centre
7530,MCCOWAN RD AT ELLESMERE RD,Scarborough-Guildwood
7531,MIDLAND AVE AT MIDLAND STATION,Scarborough Centre
7532,5 SHEFFIELD ST,York South-Weston
7533,4770 SHEPPARD AVE EAST,Scarborough North
7534,LESLIE ST AT LAWRENCE AVE EAST SOUTH SIDE,Don Valley West
7535,PHARMACY AVE AT CRAIGTON DR,Scarborough Centre
7536,LAWRENCE AVE WEST AT RALPH ST WEST SIDE,York South-Weston
7537,SENTINEL RD AT DOVEHOUSE AVE,York Centre
7538,WILSON AVE AT EPIC LANE RD,York Centre
7539,WILSON AVE AT HIGHVIEW AVE EAST SIDE,York Centre
7540,SKYWAY AVE AT DIXON RD,Etobicoke North
7541,GERRARD ST EAST AT SCARBOROUGH RD,Beaches-East York
7542,OAKDALE RD AT EDDYSTONE AVE,Humber River-Black Creek
7543,HUNTINGWOOD DR AT WARDEN AVE EAST SIDE,Scarborough-Agincourt
7544,KIPLING AVE AT HOLYWELL DR,Etobicoke Centre
7545,CALEDONIA RD AT SCHELL AVE NORTH SIDE,Eglinton-Lawrence
7546,COSBURN AVE AT CEDARVALE AVE,Beaches-East York
7547,COLLEGE ST AT CRAWFORD ST,University-Rosedale
7548,WARDEN AVE AT SHEPPARD AVE EAST,Scarborough-Agincourt
7549,DUFFERIN ST AT DUPONT ST SOUTH SIDE,Davenport
7550,JOHN GARLAND BLVD AT MARTIN GROVE RD WEST SIDE,Etobicoke North
7551,CARLAW AVE AT LAKE SHORE BLVD EAST SOUTH SIDE,Toronto-Danforth
7552,90 RAILSIDE RD,Don Valley East
7553,STEELES AVE EAST AT REDLEA AVE,Scarborough-Agincourt
7554,MCNICOLL AVE AT DYNAMIC DR EAST SIDE,Scarborough North
7555,ELLESMERE RD AT PRINCIPAL RD EAST SIDE,Scarborough Centre
7556,CORDOVA AVE AT DUNDAS ST WEST SOUTH SIDE,Etobicoke-Lakeshore
7557,PARK LANE CIR AT POST RD SOUTH SIDE,Don Valley West
7558,BRIMLEY RD AT DANFORTH RD,Scarborough Southwest
7559,DUFFERIN ST AT ROWAN AVE,Davenport
7560,MARLEE AVE AT WHITMORE AVE,Eglinton-Lawrence
7561,WESTHUMBER BLVD AT ESTHER LORRIE DR WEST SIDE,Etobicoke North
7562,SHEPPARD AVE EAST AT GRAND MARSHALL DR,Scarborough-Rouge Park
7563,BELFIELD RD AT IRON ST,Etobicoke North
7564,BAYVIEW AVE AT BAYVIEW RIDGE CRES,Don Valley West
7565,EVANS AVE AT HORNER AVE,Etobicoke-Lakeshore
7566,SOUTH KINGSWAY AT ORMSKIRK AVE,Parkdale-High Park
7567,TYCOS DR AT CALEDONIA RD,Eglinton-Lawrence
7568,JANE ST AT LAWRENCE AVE WEST,York South-Weston
7569,LAWRENCE AVE WEST AT DE MARCO BLVD WEST SIDE,York South-Weston
7570,OPPOSITE 4600 BATHURST ST,Willowdale
7571,220 TORYORK DR,Humber River-Black Creek
7572,SPADINA RD AT ST CLAIR AVE WEST,Toronto-St. Paul's
7573,EGLINTON AVE EAST AT MCCOWAN RD,Scarborough Southwest
7574,LANKIN BLVD AT O'CONNOR DR,Toronto-Danforth
7575,RANGOON RD AT HAGERSVILLE CRT NORTH SIDE,Etobicoke Centre
7576,MIDLAND AVE AT PRUDENTIAL DR,Scarborough Centre
7577,EGLINTON AVE WEST AT HEDDINGTON AVE,Eglinton-Lawrence
7578,WARDEN AVE AT FINCH AVE EAST,Scarborough-Agincourt
7579,LAWRENCE AVE EAST AT THE DONWAY EAST,Don Valley East
7580,RUNNYMEDE RD AT DUNDAS ST WEST,Parkdale-High Park
7581,97 RAILSIDE RD,Don Valley East
7582,DAWES RD AT CRESCENT TOWN RD NORTH SIDE,Beaches-East York
7583,SEWELLS RD AT MCLEVIN AVE SOUTH SIDE,Scarborough-Rouge Park
