,stop_name,Ward_name,zone_type
8075,WARDEN AVE AT ST CLAIR AVE EAST,Scarborough Southwest,Commercial Residential
8076,STEELES AVE EAST AT ESNA PARK DR,outside_wards,not_defined
8077,WOODBINE AVE AT CORLEY AVE,Beaches-East York,Residential
8078,3377 BAYVIEW AVE,Don Valley North,not_defined
8079,KIPLING AVE AT GRACEY BLVD,Etobicoke Centre,Residential Detached
8080,WILLOWDALE AVE AT HILLCREST AVE,Willowdale,Residential Detached
8081,RAILSIDE RD (WEST) AT LAWRENCE AVE EAST,Don Valley East,not_defined
8082,WESTON RD AT COULTER AVE,York South-Weston,Residential Apartment Commercial
8083,THORNCLIFFE PARK DR AT MILEPOST PL,Don Valley West,Residential Apartment
8084,OSSINGTON AVE AT HARBORD ST SOUTH SIDE,Davenport,Residential
8085,CARRIER DR AT DANSK CRT,Etobicoke North,Employment Industrial
8086,DON MILLS RD AT KERN RD,Don Valley East,Employment Industrial Office
8087,LAWRENCE AVE EAST AT LESLIE ST,Don Valley West,Open Space Recreation
8088,MILNER AVE AT PROGRESS AVE EAST SIDE,Scarborough North,not_defined
8089,COXWELL AVE AT FAIRFORD AVE,Toronto-Danforth,Residential
8090,LANSDOWNE AVE AT RIDEAU AVE SOUTH SIDE,Parkdale-High Park,Residential
8091,BRIMLEY RD AT FINCH AVE EAST,Scarborough North,not_defined
8092,EGLINTON AVE WEST AT OLD PARK RD,Eglinton-Lawrence,Commercial Residential
8093,RATHBURN RD AT RENFORTH DR,Etobicoke Centre,not_defined
8094,DANFORTH RD AT SEMINOLE AVE NORTH SIDE,Scarborough Centre,Residential Detached
8095,FINCH AVE EAST AT BRIDLETOWNE CIRCLE (WEST),Scarborough-Agincourt,Open Space Natural
8096,COSBURN AVE AT CEDARVALE AVE,Beaches-East York,Residential Detached
8097,DUFFERIN ST AT SHANLY ST,Davenport,Residential
8098,KIPLING AVE AT ADVANCE RD,Etobicoke-Lakeshore,not_defined
8099,LAWRENCE AVE EAST AT RAILSIDE RD (EAST),Don Valley East,not_defined
8100,DON MILLS RD AT FINCH AVE EAST,Don Valley North,Residential Apartment
8101,HEATHROW DR AT DATCHET RD,York Centre,Residential Detached
8102,KING ST EAST AT SUMACH ST,Toronto Centre,Commercial Residential
8103,KEELE ST AT WHITBURN CRES,York Centre,Residential Multiple
8104,2481 BIRCHMOUNT RD,Scarborough-Agincourt,Open Space Golf Course
8105,NORTH QUEEN ST AT MEDULLA AVE,Etobicoke-Lakeshore,Employment Industrial
8106,DUNDAS ST WEST AT HOWLAND ST,Parkdale-High Park,Residential Apartment
8107,GERRARD ST EAST AT VICTORIA PARK AVE WEST SIDE,Beaches-East York,Commercial Residential
8108,VAUGHAN RD AT KENWOOD AVE,Toronto-St. Paul's,not_defined
8109,PAPE AVE AT TORRENS AVE NORTH SIDE,Toronto-Danforth,Open Space Recreation
8110,ROYAL YORK RD AT ANGLESEY BLVD NORTH SIDE,Etobicoke Centre,Residential Detached
8111,LAWRENCE AVE EAST AT CARNFORTH RD EAST SIDE,Don Valley East,Residential Apartment Commercial
8112,WILSON AVE AT RIDLEY BLVD,Eglinton-Lawrence,Residential Apartment
8113,WILLOWDALE AVE AT HOLLYWOOD AVE SOUTH SIDE,Willowdale,Commercial Residential
8114,JANE ST AT COURAGE AVE,Humber River-Black Creek,Residential Multiple
8115,VAN HORNE AVE AT KINGSLAKE RD,Don Valley North,Residential Detached
8116,MIMICO AVE AT WHEATFIELD RD,Etobicoke-Lakeshore,not_defined
8117,STEELES AVE WEST AT PALM GATE BLVD,outside_wards,not_defined
8118,LAKE SHORE BLVD WEST AT LOUISA ST,Etobicoke-Lakeshore,Residential Apartment
8119,YONGE ST AT GERRARD ST EAST,Toronto Centre,Commercial Residential
8120,BERGAMOT AVE AT ISLINGTON AVE WEST SIDE,Etobicoke North,Residential Apartment
8121,BLOOR ST WEST AT HAVELOCK ST,Davenport,Commercial Residential
8122,STEELES AVE WEST AT HILDA AVE,Willowdale,Residential Multiple
8123,GREENWIN VILLAGE RD AT REGATTA CRES,Willowdale,Residential Apartment
8124,BELLAMY RD NORTH AT CEDAR BRAE BLVD,Scarborough Centre,Residential Detached
8125,PORT UNION RD AT LAWRENCE AVE EAST,Scarborough-Rouge Park,Commercial Local
8126,COSBURN AVE AT ROOSEVELT RD WEST SIDE,Toronto-Danforth,not_defined
8127,SLOANE AVE AT WIGMORE DR,Don Valley East,Residential Detached
8128,PORTLAND ST AT WESLEY ST WEST SIDE,Etobicoke-Lakeshore,Residential Multiple
8129,HUNTINGWOOD DR AT KENMANOR BLVD WEST SIDE,Scarborough-Agincourt,Residential Detached
8130,KEELE ST AT BROADOAKS DR,Humber River-Black Creek,Residential Apartment Commercial
8131,AVENUE RD AT EGLINTON AVE WEST NORTH SIDE,Eglinton-Lawrence,Commercial Residential
8132,PLAINS RD AT COXWELL AVE WEST SIDE,Toronto-Danforth,Commercial Residential
8133,YORKLAND BLVD (NORTH) AT CONSUMERS RD WEST SIDE,Don Valley North,not_defined
8134,MIDLAND AVE AT WAINFLEET RD,Scarborough Centre,Residential Detached
8135,ORIOLE PKWY AT CHAPLIN CRES SOUTH SIDE,Toronto-St. Paul's,Residential
8136,ST CLAIR AVE WEST AT SILVERTHORN AVE,Davenport,not_defined
8137,MARKHAM RD AT 16TH AVE,outside_wards,not_defined
8138,KIPLING AVE AT PRINCESS MARGARET BLVD,Etobicoke Centre,Residential Detached
8139,FLEMINGTON RD AT RANEE AVE SOUTH SIDE,Eglinton-Lawrence,Residential Detached
8140,BURNHAMTHORPE RD AT SHAVER AVE NORTH EAST SIDE,Etobicoke Centre,Residential Detached
8141,366 THE EAST MALL,Etobicoke Centre,not_defined
8142,SHEPPARD AVE WEST AT EASTON RD,Willowdale,not_defined
8143,FINCH AVE WEST AT ANCONA ST,Willowdale,Residential Detached
8144,CUMMER AVE AT RUDDINGTON DR,Don Valley North,Residential Apartment Commercial
8145,WELLESWORTH DR AT DIXFIELD DR (SOUTH),Etobicoke Centre,Residential Apartment
8146,MT PLEASANT RD AT BROADWAY AVE,Don Valley West,Residential
8147,DAVENPORT RD AT SALEM AVE,Davenport,Residential
8148,113 VALLEY WOODS RD,Don Valley East,not_defined
8149,210 THE WEST MALL,Etobicoke Centre,Residential Detached
8150,COMMISSIONERS ST AT SAULTER ST,Toronto-Danforth,not_defined
8151,LAWRENCE AVE WEST AT LITTLE AVE,York South-Weston,Residential Detached
8152,EGLINTON AVE WEST AT KIPLING AVE,Etobicoke Centre,not_defined
8153,SENTINEL RD AT FINCH AVE WEST,Humber River-Black Creek,not_defined
8154,ST CLAIR AVE EAST AT PRESLEY AVE,Scarborough Southwest,Residential Detached
8155,DAVENPORT RD AT OSSINGTON AVE,Davenport,not_defined
8156,THE QUEENSWAY AT WINDERMERE AVE EAST SIDE,Parkdale-High Park,Residential
8157,THE QUEENSWAY AT ST LAWRENCE AVE,Etobicoke-Lakeshore,not_defined
8158,PARK ST AT SHARPE ST,Scarborough Southwest,Residential Semi-Detached
8159,EGLINTON AVE EAST AT BANFF RD,Don Valley West,Residential
8160,THE QUEENSWAY AT MILTON ST,Etobicoke-Lakeshore,not_defined
8161,VICTORIA PARK AVE AT EGLINTON AVE EAST NORTH SIDE,Scarborough Centre,Commercial Residential
8162,QUEEN ST EAST AT RIVER ST,Toronto Centre,not_defined
8163,VARSITY RD AT VAN STASSEN BLVD,Parkdale-High Park,Residential Semi-Detached
8164,EGLINTON AVE WEST AT LASCELLES BLVD,Eglinton-Lawrence,Commercial Residential
8165,7075 WARDEN AVE AT PLAZA NORTH OF STEELES,outside_wards,not_defined
8166,OAKDALE RD AT FINCH AVE WEST (HUMBER REACTIVATION CARE),Humber River-Black Creek,Commercial Residential
8167,WESTON RD AT NORTHLAND AVE,York South-Weston,not_defined
8168,KING ST WEST AT JAMESON AVE,Parkdale-High Park,Residential
8169,BIRCHMOUNT RD AT MCNICOLL AVE,Scarborough-Agincourt,Open Space Recreation
8170,DON MILLS RD AT GRAYDON HALL PL,Don Valley East,Residential Apartment Commercial
8171,CASTLETON AVE AT HENRIETTA ST,York South-Weston,Residential Multiple
8172,COXWELL AVE AT LOWER GERRARD ST EAST,Toronto-Danforth,Commercial Residential
8173,PHARMACY AVE AT FINCH AVE EAST,Scarborough-Agincourt,Residential Apartment
8174,MORTIMER AVE AT PAPE AVE,Toronto-Danforth,Residential Townhouse
8175,KIPLING AVE AT GRACEY BLVD,Etobicoke Centre,Residential Detached
8176,BERRY RD AT PARK LAWN RD EAST SIDE,Etobicoke-Lakeshore,Residential Apartment
8177,LAWRENCE AVE EAST AT YONGE ST EAST SIDE,Don Valley West,Open Space Recreation
8178,STEPHEN DR AT THE QUEENSWAY,Etobicoke-Lakeshore,Commercial Residential
8179,QUEEN ST WEST AT SPADINA AVE,Spadina-Fort York,Commercial Residential
8180,PELMO CRES AT LONGVIEW DR WEST SIDE,York South-Weston,Residential Detached
8181,BATHURST ST AT VIEWMOUNT AVE SOUTH SIDE,Eglinton-Lawrence,not_defined
8182,ROYAL YORK RD AT SINCLAIR ST SOUTH SIDE,Etobicoke-Lakeshore,not_defined
8183,LAWRENCE AVE WEST AT AVENUE RD,Eglinton-Lawrence,Residential Multiple
8184,EGLINTON AVE WEST AT GLENHOLME AVE,Toronto-St. Paul's,Commercial Residential
8185,OPPOSITE 1710 MIDLAND AVE,Scarborough Centre,Residential Detached
8186,ISLINGTON AVE AT ADVANCE RD,Etobicoke-Lakeshore,not_defined
8187,NORTH QUEEN ST AT THE EAST MALL,Etobicoke-Lakeshore,Employment Industrial
8188,GERRARD ST EAST AT ALTON AVE,Toronto-Danforth,Residential
8189,EVANS AVE AT BROWN'S LINE,Etobicoke-Lakeshore,Commercial Residential
8190,1030 MARTIN GROVE RD,Etobicoke North,Employment Industrial
8191,LUNDY AVE AT WARREN CRES NORTH SIDE,Parkdale-High Park,Residential Multiple
8192,KENNEDY RD AT RADNOR AVE,Scarborough Centre,Commercial Residential
8193,GERRARD ST EAST AT PAPE AVE,Toronto-Danforth,Commercial Residential
8194,WESTON RD AT JUBILEE CRES,Humber River-Black Creek,Residential Detached
8195,BAY ST AT QUEENS QUAY WEST NORTH SIDE,Spadina-Fort York,not_defined
8196,DREWRY AVE AT NORWIN ST,Willowdale,Residential Detached
8197,WARDEN AVE AT ASHTONBEE RD,Scarborough Centre,not_defined
8198,ISLINGTON AVE AT CHESTNUT HILLS CRES,Etobicoke Centre,Residential Detached
8199,KIPLING AVE AT STEELES AVE WEST,Etobicoke North,Residential Apartment Commercial
8200,LAKE SHORE BLVD WEST AT FIRST ST,Etobicoke-Lakeshore,Commercial Residential
8201,GERRARD ST EAST AT DENGATE RD,Beaches-East York,Residential
8202,KIPLING AVE AT BURNHAMTHORPE RD,Etobicoke-Lakeshore,Residential Detached
8203,QUEEN ST WEST AT JAMESON AVE,Parkdale-High Park,Commercial Residential
8204,O'CONNOR DR AT CHILTON RD,Toronto-Danforth,Residential Detached
8205,RONCESVALLES AVE AT QUEEN ST WEST,Parkdale-High Park,Commercial Residential
8206,GERRARD ST WEST AT ELIZABETH ST WEST SIDE,University-Rosedale,not_defined
8207,ST CLAIR AVE WEST AT WESTON RD/ KEELE ST WEST SIDE,York South-Weston,not_defined
8208,SOUTHWOOD DR AT GLEN AMES,Beaches-East York,Residential Detached
8209,BRIMLEY RD AT ST CLAIR AVE EAST,Scarborough Southwest,Commercial Residential
8210,KEELE ST AT HUMBERSIDE AVE,Parkdale-High Park,Residential
8211,ELLESMERE RD AT SARATOGA DR EAST SIDE,Scarborough Centre,not_defined
8212,GUILDWOOD PKWY AT KINGSTON RD,Scarborough-Guildwood,Residential Apartment
8213,ORTON PARK RD AT THORNBECK DR,Scarborough-Guildwood,Residential Detached
8214,FINCH AVE WEST AT JANE ST WEST SIDE,Humber River-Black Creek,Commercial Residential
8215,BIRCHMOUNT RD AT DANFORTH RD,Scarborough Southwest,not_defined
8216,HUMBERWOOD BLVD AT HULLRICK DR (SOUTH),Etobicoke North,Residential Detached
8217,BATHURST ST AT COLLEGE ST,University-Rosedale,Commercial Residential
8218,EGLINTON AVE EAST AT BERMONDSEY RD,Don Valley East,not_defined
8219,CHISHOLM AVE AT LUMSDEN AVE,Beaches-East York,Residential Detached
8220,MIDLAND AVE AT LOCKIE AVE SOUTH SIDE,Scarborough-Agincourt,not_defined
8221,HOLLINGER RD AT DOHME AVE,Beaches-East York,Employment Industrial
8222,DANFORTH RD AT HART AVE,Scarborough Southwest,Residential Detached
8223,THE QUEENSWAY AT THE EAST MALL,Etobicoke-Lakeshore,not_defined
8224,UNDERHILL DR AT CORNERBROOK DR,Don Valley East,Residential Multiple
8225,ELLESMERE RD AT MEADOWVALE RD,Scarborough-Rouge Park,Residential Detached
8226,TAPSCOTT RD AT FINCH AVE EAST,Scarborough North,not_defined
8227,BROADVIEW AVE AT GERRARD ST EAST,Toronto-Danforth,Open Space Recreation
8228,ISLAND RD AT PORT UNION RD EAST SIDE,Scarborough-Rouge Park,not_defined
8229,OLD WESTON RD AT KANE AVE,Davenport,Residential Multiple
8230,BATHURST ST AT CORDOBA DR,outside_wards,not_defined
8231,24 MABELLE AVE,Etobicoke-Lakeshore,not_defined
8232,DANFORTH AVE AT GLEBEMOUNT AVE,Beaches-East York,Commercial Residential
8233,SLOANE AVE AT ANEWEN DR,Don Valley East,Residential Detached
8234,STEELES AVE WEST AT HIGHWAY 27 WEST SIDE,outside_wards,not_defined
8235,KIPLING AVE AT WIDDICOMBE HILL BLVD,Etobicoke Centre,not_defined
8236,IAN MACDONALD BLVD AT FOUNDERS RD EAST SIDE,Humber River-Black Creek,not_defined
8237,BIRCHMOUNT RD AT COMSTOCK RD,Scarborough Southwest,Commercial Residential
8238,DIXON RD AT CARLINGVIEW DR,Etobicoke North,Employment Industrial
8239,MCNICOLL AVE AT OPPOSITE WALKWAY TO HAWKSHEAD CRES,Scarborough-Agincourt,Utility and Transportation
8240,COLLEGE ST AT MCCAUL ST,University-Rosedale,not_defined
8241,MCCOWAN RD AT HIGHWAY 7,outside_wards,not_defined
8242,THE QUEENSWAY AT SMITH CRES EAST SIDE,Etobicoke-Lakeshore,not_defined
8243,THE QUEENSWAY AT ATOMIC AVE,Etobicoke-Lakeshore,not_defined
8244,QUEEN ST EAST AT BEECH AVE,Beaches-East York,not_defined
8245,SHOREHAM DR AT SHOREHAM CRT,Humber River-Black Creek,Residential Apartment Commercial
8246,WINDERMERE AVE AT ST OLAVES RD,Parkdale-High Park,Residential Detached
8247,DAVISVILLE AVE AT BAYVIEW AVE,Don Valley West,Residential
8248,DUFFERIN ST AT ROGERS RD,Davenport,Commercial Residential
8249,VICTORIA PARK AVE AT ELLESMERE RD NORTH SIDE,Scarborough Centre,Commercial Residential
8250,WOODBINE AVE AT COSBURN AVE,Beaches-East York,Residential Detached
8251,COLONEL SAMUEL PARK AT HUMBER COLLEGE COTTAGES C-M,Etobicoke-Lakeshore,Institutional Education
8252,BROADVIEW AVE AT HILLSIDE DR,Toronto-Danforth,Residential Multiple
8253,WARDEN AVE AT BRIDLETOWNE CIR (NORTH) SOUTH SIDE,Scarborough-Agincourt,not_defined
8254,WARDEN AVE AT APPLE CREEK BLVD,outside_wards,not_defined
8255,EAST AVE AT MABERLEY CRES (SOUTH),Scarborough-Rouge Park,not_defined
8256,DUNDAS ST WEST AT PAULART DR,Etobicoke-Lakeshore,Commercial Residential
8257,GLEN RD AT ELM AVE,University-Rosedale,Residential Detached
8258,LAWRENCE AVE WEST AT PINE ST,York South-Weston,not_defined
8259,EGLINTON AVE EAST AT PHARMACY AVE,Scarborough Centre,not_defined
8260,QUEENS QUAY/FERRY DOCKS STATION,Spadina-Fort York,not_defined
8261,14 CARLUKE CRES,Don Valley West,Residential Apartment
8262,WILLOWDALE AVE AT CHURCH AVE NORTH SIDE,Willowdale,Residential Detached
8263,CHERRY ST AT POLSON ST,Toronto-Danforth,not_defined
8264,40 NORFINCH DR,Humber River-Black Creek,not_defined
8265,TRETHEWEY DR AT TODD BAYLIS BLVD SOUTH SIDE,York South-Weston,not_defined
8266,MANITOBA DR AT STRACHAN AVE WEST SIDE,Spadina-Fort York,not_defined
8267,COSBURN AVE AT LOGAN AVE,Toronto-Danforth,Residential Apartment Commercial
8268,KIPLING AVE AT JOHN GARLAND BLVD NORTH SIDE,Etobicoke North,Residential Semi-Detached
8269,791 ISLINGTON AVE,Etobicoke-Lakeshore,Employment Industrial
8270,OPPOSITE 44 VALLEY WOODS RD,Don Valley East,not_defined
8271,EGLINTON AVE WEST AT COMMERCE BLVD EAST SIDE,Etobicoke Centre,Employment Industrial
8272,ALBION RD AT GOLFDOWN DR EAST SIDE,Etobicoke North,Residential Detached
8273,AMEER AVE AT BAYCREST AVE,Eglinton-Lawrence,Residential Detached
8274,DUNDAS ST WEST AT NOTTINGHAM DR,Etobicoke Centre,Residential Detached
8275,DANFORTH AVE AT WOODMOUNT AVE,Beaches-East York,Commercial Residential
8276,PRINCES' GATE LOOP AT CANADA BLVD (CNE EAST ENTRANCE),Spadina-Fort York,not_defined
8277,WARDEN AVE AT CLEGG RD,outside_wards,not_defined
8278,70 ISLAND RD,Scarborough-Rouge Park,not_defined
8279,STAINES RD AT PALK LANE NORTHSIDE,Scarborough North,not_defined
8280,MANITOBA DR AT NOVA SCOTIA AVE,Spadina-Fort York,not_defined
8281,ST CLAIR AVE WEST AT SPADINA RD WEST SIDE,Toronto-St. Paul's,Residential
8282,AVENUE RD AT OLD ORCHARD GROVE,Eglinton-Lawrence,Commercial Residential
8283,3223 KENNEDY RD,Scarborough-Agincourt,Employment Industrial
8284,KINGSTON RD AT CHOICELAND BLVD,Scarborough-Rouge Park,Residential Detached
8285,MANITOBA DR AT QUEBEC ST,Spadina-Fort York,not_defined
8286,WESTON RD AT BIRDSTONE CRES (NORTH),York South-Weston,not_defined
8287,SPADINA RD AT ST CLAIR AVE WEST NORTH SIDE,Toronto-St. Paul's,Residential
8288,WARDEN AVE AT CLEGG RD,outside_wards,not_defined
8289,INGRAM DR AT KINCORT ST,York South-Weston,not_defined
8290,FINCH AVE WEST AT BEECROFT RD,Willowdale,not_defined
8291,KING ST WEST AT JOE SHUSTER WAY,Spadina-Fort York,not_defined
8292,3750 MIDLAND AVE,Scarborough-Agincourt,not_defined
8293,THE QUEENSWAY AT WINDERMERE AVE WEST SIDE,Parkdale-High Park,not_defined
8294,3750 MIDLAND AVE,Scarborough North,Residential Detached
8295,THE QUEENSWAY AT ELLIS AVE WEST SIDE,Parkdale-High Park,Residential Detached
8296,THE POND RD AT ARBORETUM LANE (AVIVA CENTRE),Humber River-Black Creek,not_defined
8297,NORTH YORK GENERAL HOSPITAL - MAIN ENTRANCE,Don Valley North,Institutional Hospital
8298,ST CLAIR AVE WEST AT DUNVEGAN RD,Toronto-St. Paul's,not_defined
8299,ST CLAIR AVE WEST AT VAUGHAN RD WEST SIDE,Toronto-St. Paul's,not_defined
8300,STEELES AVE EAST AT MARYDALE AVE,Scarborough North,not_defined
8301,STEELES AVE EAST AT EASTVALE RD,outside_wards,not_defined
8302,STEELES AVE EAST AT STAINES RD,Scarborough North,Residential Townhouse
8303,STAINES RD AT QUIETBROOK CRES (NORTH),Scarborough North,Residential Detached
8304,ST CLAIR AVE WEST AT DEER PARK CRES,Toronto-St. Paul's,Commercial Residential
8305,ST CLAIR AVE WEST AT RUSSELL HILL RD,Toronto-St. Paul's,Residential
8306,ST CLAIR AVE WEST AT AVENUE RD WEST SIDE,Toronto-St. Paul's,Open Space
8307,ST CLAIR AVE WEST AT DUNVEGAN RD WEST SIDE,Toronto-St. Paul's,Residential
8308,5671 STEELES AVE EAST,Scarborough North,not_defined
8309,STEELES AVE EAST AT OPPOSITE WALKWAY TO IRENEMOUNT CRES,Scarborough North,not_defined
8310,COXWELL AVE AT CASCI AVE,Toronto-Danforth,Residential
8311,BRIMLEY RD AT OPPOSITE BRIMLEY WOODS PARK,Scarborough North,Residential Townhouse
8312,ST CLAIR AVE WEST AT AVENUE RD EAST SIDE,Toronto-St. Paul's,Commercial Residential
8313,ST CLAIR AVE WEST AT DEER PARK CRES,Toronto-St. Paul's,Commercial Residential
8314,THE QUEENSWAY AT COLBORNE LODGE DR WEST SIDE,Parkdale-High Park,not_defined
8315,STEELES AVE EAST AT MARKHAM RD,Scarborough North,not_defined
8316,ST CLAIR AVE WEST AT RUSSELL HILL RD,Toronto-St. Paul's,Residential
8317,SHERBOURNE ST AT LAKE SHORE BLVD EAST SOUTH SIDE,Spadina-Fort York,not_defined
8318,FINCH AVE EAST AT BLACKBIRD GATE,Scarborough-Rouge Park,not_defined
8319,5910 FINCH AVE EAST,Scarborough-Rouge Park,Employment Industrial
8320,DANFORTH RD AT BRIMLEY RD,Scarborough Southwest,not_defined
8321,FINCH AVE EAST AT MORNINGSIDE AVE,Scarborough-Rouge Park,Commercial Local
8322,HUMBERWOOD BLVD AT MORNING STAR DR,Etobicoke North,not_defined
8323,BAYVIEW AVE AT MERTON ST,Don Valley West,Residential
8324,BAYVIEW AVE AT MCRAE DR,Don Valley West,Commercial Residential
8325,BAYVIEW AVE AT NESBITT DR,Don Valley West,Utility and Transportation
8326,FINCH AVE EAST AT MORNINGSIDE AVE WEST SIDE,Scarborough-Rouge Park,not_defined
8327,550 BAYVIEW AVE (EVERGREEN BRICK WORKS),University-Rosedale,not_defined
8328,STAINES RD AT JACQUES RD,Scarborough-Rouge Park,Residential Townhouse
8329,OPPOSITE 810 ROYAL YORK RD,Etobicoke-Lakeshore,Open Space Natural
8330,5799 YONGE ST,Willowdale,not_defined
8331,WELLNESS WAY AT ARMISTICE DR (WELLSPRING CENTRE),Don Valley West,not_defined
8332,FLEET ST AT BASTION ST WEST SIDE,Spadina-Fort York,not_defined
8333,PROGRESS AVE AT SCHICK CRT,Scarborough Centre,not_defined
8334,EVANS AVE AT GAMMA ST WEST SIDE,Etobicoke-Lakeshore,Employment Industrial
8335,OLD FINCH AVE AT BAFFIN CRT WEST SIDE,Scarborough-Rouge Park,Open Space Natural
8336,OLD FINCH AVE AT HARVEST MOON DR,Scarborough-Rouge Park,Open Space Recreation
8337,FLEET ST AT BASTION ST,Spadina-Fort York,not_defined
8338,SASKATCHEWAN RD AT DUFFERIN ST EAST SIDE,Spadina-Fort York,not_defined
8339,SASKATCHEWAN RD AT DUFFERIN ST,Spadina-Fort York,not_defined
8340,FLEET ST AT FORT YORK BLVD EAST SIDE,Spadina-Fort York,not_defined
8341,FLEET ST AT FORT YORK BLVD WEST SIDE,Spadina-Fort York,not_defined
8342,HUMBERWOOD BLVD AT MORNING STAR DR,Etobicoke North,not_defined
8343,OLD FINCH AVE AT MORNINGSIDE AVE,Scarborough-Rouge Park,Open Space Natural
8344,35 CARL HALL RD,York Centre,not_defined
8345,41 TORBARRIE RD,Humber River-Black Creek,not_defined
8346,SIGNET DR AT HIGH MEADOW PL,Humber River-Black Creek,Employment Heavy Industrial
8347,SIGNET DR AT HIGH MEADOW PL,Humber River-Black Creek,Employment Heavy Industrial
8348,WESTON RD AT SIDNEY BELSEY CRES,York South-Weston,Residential Multiple
8349,WESTON RD AT SIDNEY BELSEY CRES,York South-Weston,not_defined
8350,FINCH AVE EAST AT NEILSON RD,Scarborough North,Residential Detached
8351,OLD FINCH AVE AT MORNINGSIDE AVE EAST SIDE,Scarborough-Rouge Park,Residential Multiple
8352,OLD FINCH AVE AT BAFFIN CRT,Scarborough-Rouge Park,Residential Detached
8353,OLD FINCH AVE AT LITTLES RD,Scarborough-Rouge Park,Residential Detached
8354,JANE ST AT ARDAGH ST,Parkdale-High Park,Commercial Residential
8355,INDUSTRY ST AT RAY AVE,York South-Weston,not_defined
8356,120 INDUSTRY ST,York South-Weston,Employment Industrial
8357,STRACHAN AVE AT EAST LIBERTY ST,Spadina-Fort York,not_defined
8358,EAST LIBERTY ST AT PIRANDELLO ST WEST SIDE,Spadina-Fort York,not_defined
8359,EAST LIBERTY ST AT LYNN WILLIAMS ST,Spadina-Fort York,not_defined
8360,LIBERTY ST AT ATLANTIC AVE,Spadina-Fort York,not_defined
8361,ATLANTIC AVE AT KING ST WEST,Spadina-Fort York,not_defined
8362,MARINE PARADE DR (EAST) AT LAKE SHORE BLVD WEST,Etobicoke-Lakeshore,not_defined
8363,58 MARINE PARADE DR,Etobicoke-Lakeshore,not_defined
8364,OPPOSITE 2155 LAKE SHORE BLVD WEST,Etobicoke-Lakeshore,not_defined
8365,LAKE SHORE BLVD WEST AT BROOKERS LANE,Etobicoke-Lakeshore,not_defined
8366,FINCH AVE EAST AT NEILSON RD,Scarborough-Rouge Park,Employment Industrial
8367,CLAYSON RD AT BARTOR RD (NORTH) WEST SIDE,Humber River-Black Creek,Employment Industrial
8368,600 CLAYSON RD,Humber River-Black Creek,Employment Industrial
8369,TORBARRIE RD AT SERGIO MARCHI ST,Humber River-Black Creek,Utility and Transportation
8370,TORBARRIE RD AT JUDY SGRO AVE SOUTH SIDE,Humber River-Black Creek,Utility and Transportation
8371,TORBARRIE RD AT JOSEPH GRIFFITH LANE SOUTH SIDE,Humber River-Black Creek,Utility and Transportation
8372,OPPOSITE 41 TORBARRIE RD,Humber River-Black Creek,Utility and Transportation
8373,JETHRO RD AT WILSON AVE NORTH SIDE,Humber River-Black Creek,Residential Detached
8374,TORBARRIE RD AT JOSEPH GRIFFITH LANE NORTH SIDE,Humber River-Black Creek,Residential Townhouse
8375,TORBARRIE RD AT JUDY SGRO AVE,Humber River-Black Creek,Residential Townhouse
8376,GERRY FITZGERALD DR AT STEELES AVE WEST,York Centre,not_defined
8377,PLEASANT VIEW DR AT CLIPPER RD,Don Valley North,Residential Multiple
8378,MORNINGSIDE AVE AT OLD FINCH AVE,Scarborough-Rouge Park,Open Space
8379,MORNINGSIDE AVE AT STAINES RD,Scarborough-Rouge Park,Residential Townhouse
8380,NIGHTSTAR RD AT WHARNSBY DR,Scarborough-Rouge Park,Open Space Recreation
8381,MORNINGSIDE AVE AT FINCH AVE EAST,Scarborough-Rouge Park,not_defined
8382,WESTMORE DR AT FINCH AVE WEST NORTH SIDE,Etobicoke North,Employment Industrial
8383,91 WESTMORE DR,Etobicoke North,Employment Industrial
8384,CARRIER DR AT HIGHWAY 27,Etobicoke North,Employment Industrial
8385,CARRIER DR AT WOODBINE DOWNS BLVD,Etobicoke North,not_defined
8386,CARRIER DR AT HUMBER COLLEGE BLVD,Etobicoke North,Employment Industrial
8387,OPPOSITE 91 WESTMORE DR,Etobicoke North,Utility and Transportation
8388,WESTMORE DR AT FINCH AVE WEST,Etobicoke North,not_defined
8389,TORBARRIE RD AT SERGIO MARCHI ST,Humber River-Black Creek,Residential Townhouse
8390,LA ROSE AVE AT ROYAL YORK RD EAST SIDE,Etobicoke Centre,Residential Apartment
8391,COLBORNE LODGE DR AT BLOOR ST WEST,Parkdale-High Park,not_defined
8392,COLBORNE LODGE DR AT SWIMMING POOL,Parkdale-High Park,not_defined
8393,WEST RD AT BASEBALL FIELD,Parkdale-High Park,not_defined
8394,WEST RD AT BLOOR ST WEST SOUTH SIDE,Parkdale-High Park,not_defined
8395,COLBORNE LODGE DR AT CENTRE RD,Parkdale-High Park,not_defined
8396,WEST RD AT SWIMMING POOL,Parkdale-High Park,not_defined
8397,ST CLAIR AVE WEST AT TWEEDSMUIR AVE,Toronto-St. Paul's,Residential
8398,ST CLAIR AVE WEST AT TWEEDSMUIR AVE,Toronto-St. Paul's,not_defined
8399,MARKHAM RD AT SELECT AVE,Scarborough North,not_defined
8400,MARKHAM RD AT SELECT AVE,Scarborough North,not_defined
8401,INDUSTRY ST AT RAY AVE NORTH SIDE,York South-Weston,not_defined
8402,BATHURST STATION,University-Rosedale,not_defined
8403,BATHURST STATION,University-Rosedale,not_defined
